,condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph
732,F,NaN,NaN,Der Komponist hat dem neuen italienischen Tenor es zugemutet.,participant_10,1.0,Januar,3.15625,-2.15625,NaN,NaN,NaN
733,F,NaN,NaN,"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",participant_10,1.0,Januar,3.15625,-2.15625,NaN,NaN,NaN
734,F,NaN,NaN,Die Tinte wurde für vergossen.,participant_10,1.0,Januar,3.15625,-2.15625,NaN,NaN,NaN
735,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_11,7.0,Februar,4.71875,2.28125,NaN,NaN,NaN
736,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_11,7.0,Februar,4.71875,2.28125,NaN,NaN,NaN
737,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_11,5.0,Februar,4.71875,0.28125,NaN,NaN,NaN
738,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_11,4.0,Februar,4.71875,-0.71875,NaN,NaN,NaN
739,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_11,1.0,Februar,4.71875,-3.71875,NaN,NaN,NaN
740,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_11,7.0,Februar,4.71875,2.28125,NaN,NaN,NaN
741,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_12,1.0,Dezember,3.875,-2.875,NaN,NaN,NaN
742,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_12,7.0,Dezember,3.875,3.125,NaN,NaN,NaN
743,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_12,1.0,Dezember,3.875,-2.875,NaN,NaN,NaN
744,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_12,2.0,Dezember,3.875,-1.875,NaN,NaN,NaN
745,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_12,1.0,Dezember,3.875,-2.875,NaN,NaN,NaN
746,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_12,1.0,Dezember,3.875,-2.875,NaN,NaN,NaN
747,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_13,7.0,Februar,2.35483871,4.64516129,NaN,NaN,NaN
748,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_13,3.0,Februar,2.35483871,0.6451612899999999,NaN,NaN,NaN
749,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_13,2.0,Februar,2.35483871,-0.3548387100000001,NaN,NaN,NaN
750,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,NaN,NaN,NaN
751,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,NaN,NaN,NaN
752,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_13,6.0,Februar,2.35483871,3.64516129,NaN,NaN,NaN
753,F,NaN,NaN,Du hast dem Postboten sich selbst in der traurigen und verlassenen Gegend empfohlen.,participant_14,2.0,März,3.3125,-1.3125,NaN,NaN,NaN
754,F,NaN,NaN,"Wir lesen am liebsten die Süddeutsche, obwohl wir leben jetzt in Düsseldorf.",participant_14,4.0,März,3.3125,0.6875,NaN,NaN,NaN
755,F,NaN,NaN,Da gerechnet mit hat der Franz natürlich nicht.,participant_14,1.0,März,3.3125,-2.3125,NaN,NaN,NaN
756,F,NaN,NaN,Die Luft wurde hinter geatmet.,participant_14,1.0,März,3.3125,-2.3125,NaN,NaN,NaN
757,F,NaN,NaN,Der Stürmer hat den Torwart vorsätzlich und unsportlich gefoult.,participant_14,6.0,März,3.3125,2.6875,NaN,NaN,NaN
758,F,NaN,NaN,"Sie hofft, das Finanzamt hat den frechen und kriminellen Betrüger überlistet.",participant_14,4.0,März,3.3125,0.6875,NaN,NaN,NaN
759,F,NaN,NaN,Auf allen Konzerten spielt die Band fehlerfrei.,participant_15,6.0,Juli,4.59375,1.40625,NaN,NaN,NaN
760,F,NaN,NaN,Wo hat die Feuerwehr welches Haus gelöscht?,participant_15,7.0,Juli,4.59375,2.40625,NaN,NaN,NaN
761,F,NaN,NaN,Du hast der Frau sich selbst als Beraterin vorgeschlagen.,participant_15,1.0,Juli,4.59375,-3.59375,NaN,NaN,NaN
762,F,NaN,NaN,Der Lehrer hat den Schülern es nachgetragen.,participant_15,6.0,Juli,4.59375,1.40625,NaN,NaN,NaN
763,F,NaN,NaN,"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",participant_15,1.0,Juli,4.59375,-3.59375,NaN,NaN,NaN
764,F,NaN,NaN,Die Gruppe wurde hinter beschuldigt.,participant_15,7.0,Juli,4.59375,2.40625,NaN,NaN,NaN
765,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_16,3.0,Mai,2.78125,0.21875,NaN,NaN,NaN
766,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_16,2.0,Mai,2.78125,-0.78125,NaN,NaN,NaN
767,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_16,6.0,Mai,2.78125,3.21875,NaN,NaN,NaN
768,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_16,5.0,Mai,2.78125,2.21875,NaN,NaN,NaN
769,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_16,4.0,Mai,2.78125,1.21875,NaN,NaN,NaN
770,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_16,3.0,Mai,2.78125,0.21875,NaN,NaN,NaN
771,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_17,1.0,Mai,2.9375,-1.9375,NaN,NaN,NaN
772,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_17,2.0,Mai,2.9375,-0.9375,NaN,NaN,NaN
773,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_17,7.0,Mai,2.9375,4.0625,NaN,NaN,NaN
774,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_17,7.0,Mai,2.9375,4.0625,NaN,NaN,NaN
775,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_17,7.0,Mai,2.9375,4.0625,NaN,NaN,NaN
776,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_17,1.0,Mai,2.9375,-1.9375,NaN,NaN,NaN
777,F,NaN,NaN,"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",participant_18,1.0,Oktober,3.3125,-2.3125,NaN,NaN,NaN
778,F,NaN,NaN,Der Junge wurde vor benotet und bewertet.,participant_18,1.0,Oktober,3.3125,-2.3125,NaN,NaN,NaN
779,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_18,7.0,Oktober,3.3125,3.6875,NaN,NaN,NaN
780,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_18,6.0,Oktober,3.3125,2.6875,NaN,NaN,NaN
781,F,NaN,NaN,Wie hat die Polizei welchen Fall gelöst?,participant_18,7.0,Oktober,3.3125,3.6875,NaN,NaN,NaN
782,F,NaN,NaN,"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",participant_18,6.0,Oktober,3.3125,2.6875,NaN,NaN,NaN
783,F,NaN,NaN,In der Mensa essen viele Studentinnen und Studenten zu Mittag.,participant_19,5.0,Januar,2.78125,2.21875,NaN,NaN,NaN
784,F,NaN,NaN,Was hat der Reporter welchem Redakteur verkauft?,participant_19,5.0,Januar,2.78125,2.21875,NaN,NaN,NaN
785,F,NaN,NaN,Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,participant_19,6.0,Januar,2.78125,3.21875,NaN,NaN,NaN
786,F,NaN,NaN,Der Komponist hat dem neuen italienischen Tenor es zugemutet.,participant_19,1.0,Januar,2.78125,-1.78125,NaN,NaN,NaN
787,F,NaN,NaN,"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",participant_19,1.0,Januar,2.78125,-1.78125,NaN,NaN,NaN
788,F,NaN,NaN,Die Tinte wurde für vergossen.,participant_19,1.0,Januar,2.78125,-1.78125,NaN,NaN,NaN
789,F,NaN,NaN,Du hast dem Postboten sich selbst in der traurigen und verlassenen Gegend empfohlen.,participant_20,1.0,März,3.59375,-2.59375,NaN,NaN,NaN
790,F,NaN,NaN,"Wir lesen am liebsten die Süddeutsche, obwohl wir leben jetzt in Düsseldorf.",participant_20,1.0,März,3.59375,-2.59375,NaN,NaN,NaN
791,F,NaN,NaN,Da gerechnet mit hat der Franz natürlich nicht.,participant_20,1.0,März,3.59375,-2.59375,NaN,NaN,NaN
792,F,NaN,NaN,Die Luft wurde hinter geatmet.,participant_20,1.0,März,3.59375,-2.59375,NaN,NaN,NaN
793,F,NaN,NaN,Der Stürmer hat den Torwart vorsätzlich und unsportlich gefoult.,participant_20,7.0,März,3.59375,3.40625,NaN,NaN,NaN
794,F,NaN,NaN,"Sie hofft, das Finanzamt hat den frechen und kriminellen Betrüger überlistet.",participant_20,6.0,März,3.59375,2.40625,NaN,NaN,NaN
795,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_21,6.0,Februar,3.8125,2.1875,NaN,NaN,NaN
796,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_21,6.0,Februar,3.8125,2.1875,NaN,NaN,NaN
797,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_21,4.0,Februar,3.8125,0.1875,NaN,NaN,NaN
798,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_21,1.0,Februar,3.8125,-2.8125,NaN,NaN,NaN
799,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_21,1.0,Februar,3.8125,-2.8125,NaN,NaN,NaN
800,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_21,7.0,Februar,3.8125,3.1875,NaN,NaN,NaN
801,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_22,7.0,Februar,2.71875,4.28125,NaN,NaN,NaN
802,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_22,7.0,Februar,2.71875,4.28125,NaN,NaN,NaN
803,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_22,5.0,Februar,2.71875,2.28125,NaN,NaN,NaN
804,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_22,1.0,Februar,2.71875,-1.71875,NaN,NaN,NaN
805,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_22,1.0,Februar,2.71875,-1.71875,NaN,NaN,NaN
806,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_22,7.0,Februar,2.71875,4.28125,NaN,NaN,NaN
807,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_23,2.0,Dezember,3.09375,-1.09375,NaN,NaN,NaN
808,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_23,7.0,Dezember,3.09375,3.90625,NaN,NaN,NaN
809,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_23,5.0,Dezember,3.09375,1.90625,NaN,NaN,NaN
810,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_23,6.0,Dezember,3.09375,2.90625,NaN,NaN,NaN
811,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_23,2.0,Dezember,3.09375,-1.09375,NaN,NaN,NaN
812,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_23,1.0,Dezember,3.09375,-2.09375,NaN,NaN,NaN
813,F,NaN,NaN,Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,participant_24,7.0,August,3.4375,3.5625,NaN,NaN,NaN
814,F,NaN,NaN,"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",participant_24,2.0,August,3.4375,-1.4375,NaN,NaN,NaN
815,F,NaN,NaN,Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,participant_24,1.0,August,3.4375,-2.4375,NaN,NaN,NaN
816,F,NaN,NaN,Bei dem Regen die Familie macht bestimmt kein Picknick.,participant_24,1.0,August,3.4375,-2.4375,NaN,NaN,NaN
817,F,NaN,NaN,Die Blume wurde gegen gegossen.,participant_24,1.0,August,3.4375,-2.4375,NaN,NaN,NaN
818,F,NaN,NaN,Der Mann schenkt seiner Verlobten eine rote Rose.,participant_24,7.0,August,3.4375,3.5625,NaN,NaN,NaN
819,F,NaN,NaN,"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",participant_25,1.0,Oktober,1.75,-0.75,NaN,NaN,NaN
820,F,NaN,NaN,Der Junge wurde vor benotet und bewertet.,participant_25,1.0,Oktober,1.75,-0.75,NaN,NaN,NaN
821,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_25,7.0,Oktober,1.75,5.25,NaN,NaN,NaN
822,F,NaN,NaN,Am Strand liegen viele Urlauber in der Sonne.,participant_25,7.0,Oktober,1.75,5.25,NaN,NaN,NaN
823,F,NaN,NaN,Wie hat die Polizei welchen Fall gelöst?,participant_25,1.0,Oktober,1.75,-0.75,NaN,NaN,NaN
824,F,NaN,NaN,"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",participant_25,1.0,Oktober,1.75,-0.75,NaN,NaN,NaN
825,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_26,1.0,September,2.90625,-1.90625,NaN,NaN,NaN
826,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_26,1.0,September,2.90625,-1.90625,NaN,NaN,NaN
827,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_26,1.0,September,2.90625,-1.90625,NaN,NaN,NaN
828,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_26,1.0,September,2.90625,-1.90625,NaN,NaN,NaN
829,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_26,7.0,September,2.90625,4.09375,NaN,NaN,NaN
830,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_26,7.0,September,2.90625,4.09375,NaN,NaN,NaN
831,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_27,1.0,Mai,3.96875,-2.96875,NaN,NaN,NaN
832,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_27,3.0,Mai,3.96875,-0.96875,NaN,NaN,NaN
833,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_27,7.0,Mai,3.96875,3.03125,NaN,NaN,NaN
834,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_27,7.0,Mai,3.96875,3.03125,NaN,NaN,NaN
835,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_27,6.0,Mai,3.96875,2.03125,NaN,NaN,NaN
836,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_27,5.0,Mai,3.96875,1.03125,NaN,NaN,NaN
837,F,NaN,NaN,Die Katze wurde unter gestreichelt und gekrault.,participant_28,1.0,Dezember,2.78125,-1.78125,NaN,NaN,NaN
838,F,NaN,NaN,Der Polizist hat den komplizierten Fall endlich gelöst.,participant_28,7.0,Dezember,2.78125,4.21875,NaN,NaN,NaN
839,F,NaN,NaN,"Er weiß, der Mann hat das neue und teure Handy geklaut.",participant_28,6.0,Dezember,2.78125,3.21875,NaN,NaN,NaN
840,F,NaN,NaN,"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",participant_28,6.0,Dezember,2.78125,3.21875,NaN,NaN,NaN
841,F,NaN,NaN,"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",participant_28,2.0,Dezember,2.78125,-0.78125,NaN,NaN,NaN
842,F,NaN,NaN,Da gelacht rüber hat der Moderator natürlich nicht.,participant_28,2.0,Dezember,2.78125,-0.78125,NaN,NaN,NaN
843,F,NaN,NaN,Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,participant_29,6.0,August,2.0625,3.9375,NaN,NaN,NaN
844,F,NaN,NaN,"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",participant_29,3.0,August,2.0625,0.9375,NaN,NaN,NaN
845,F,NaN,NaN,Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,participant_29,2.0,August,2.0625,-0.0625,NaN,NaN,NaN
846,F,NaN,NaN,Bei dem Regen die Familie macht bestimmt kein Picknick.,participant_29,1.0,August,2.0625,-1.0625,NaN,NaN,NaN
847,F,NaN,NaN,Die Blume wurde gegen gegossen.,participant_29,1.0,August,2.0625,-1.0625,NaN,NaN,NaN
848,F,NaN,NaN,Der Mann schenkt seiner Verlobten eine rote Rose.,participant_29,6.0,August,2.0625,3.9375,NaN,NaN,NaN
849,F,NaN,NaN,Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,participant_30,4.0,Februar,3.0625,0.9375,NaN,NaN,NaN
850,F,NaN,NaN,"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",participant_30,2.0,Februar,3.0625,-1.0625,NaN,NaN,NaN
851,F,NaN,NaN,Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,participant_30,3.0,Februar,3.0625,-0.0625,NaN,NaN,NaN
852,F,NaN,NaN,Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,participant_30,1.0,Februar,3.0625,-2.0625,NaN,NaN,NaN
853,F,NaN,NaN,Die Suppe wurde gegen versalzen.,participant_30,3.0,Februar,3.0625,-0.0625,NaN,NaN,NaN
854,F,NaN,NaN,Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,participant_30,7.0,Februar,3.0625,3.9375,NaN,NaN,NaN
855,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_31,3.0,September,3.5,-0.5,NaN,NaN,NaN
856,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
857,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
858,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_31,1.0,September,3.5,-2.5,NaN,NaN,NaN
859,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_31,6.0,September,3.5,2.5,NaN,NaN,NaN
860,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_31,7.0,September,3.5,3.5,NaN,NaN,NaN
861,F,NaN,NaN,Bei dem Volleyballspiel die Mannschaft spielt fehlerfrei und harmonisch.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
862,F,NaN,NaN,Der Stift wurde aus angespitzt.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
863,F,NaN,NaN,Der Kontrolleur hat den lauten und unfreundlichen Mitfahrer ermahnt.,participant_32,7.0,November,1.75,5.25,NaN,NaN,NaN
864,F,NaN,NaN,Die Lehrerin hat dem Schüler Nachhilfeunterricht geraten.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
865,F,NaN,NaN,Ihr habt dem Schauspieler sich selbst auf dem Foto gezeigt.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
866,F,NaN,NaN,Die Führungskräfte haben einander sie als talentierten und hilfreichen Coach empfohlen.,participant_32,1.0,November,1.75,-0.75,NaN,NaN,NaN
867,F,NaN,NaN,Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,participant_33,3.0,Mai,3.46875,-0.46875,NaN,NaN,NaN
868,F,NaN,NaN,Der alte und geschützte Wald wurde vor gerodet.,participant_33,4.0,Mai,3.46875,0.53125,NaN,NaN,NaN
869,F,NaN,NaN,Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,participant_33,7.0,Mai,3.46875,3.53125,NaN,NaN,NaN
870,F,NaN,NaN,Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,participant_33,5.0,Mai,3.46875,1.53125,NaN,NaN,NaN
871,F,NaN,NaN,Ich habe dem Kunden sich selbst im Spiegel präsentiert.,participant_33,5.0,Mai,3.46875,1.53125,NaN,NaN,NaN
872,F,NaN,NaN,Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,participant_33,4.0,Mai,3.46875,0.53125,NaN,NaN,NaN
873,F,NaN,NaN,Auf allen Konzerten spielt die Band fehlerfrei.,participant_34,7.0,Juli,3.1875,3.8125,NaN,NaN,NaN
874,F,NaN,NaN,Wo hat die Feuerwehr welches Haus gelöscht?,participant_34,3.0,Juli,3.1875,-0.1875,NaN,NaN,NaN
875,F,NaN,NaN,Du hast der Frau sich selbst als Beraterin vorgeschlagen.,participant_34,7.0,Juli,3.1875,3.8125,NaN,NaN,NaN
876,F,NaN,NaN,Der Lehrer hat den Schülern es nachgetragen.,participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
877,F,NaN,NaN,"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
878,F,NaN,NaN,Die Gruppe wurde hinter beschuldigt.,participant_34,1.0,Juli,3.1875,-2.1875,NaN,NaN,NaN
879,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_35,3.0,September,4.03125,-1.03125,NaN,NaN,NaN
880,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_35,4.0,September,4.03125,-0.03125,NaN,NaN,NaN
881,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_35,1.0,September,4.03125,-3.03125,NaN,NaN,NaN
882,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_35,1.0,September,4.03125,-3.03125,NaN,NaN,NaN
883,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_35,5.0,September,4.03125,0.96875,NaN,NaN,NaN
884,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_35,3.0,September,4.03125,-1.03125,NaN,NaN,NaN
885,F,NaN,NaN,Ich habe der Prinzessin sich selbst auf den Gemälden präsentiert.,participant_36,2.0,September,3.53125,-1.53125,NaN,NaN,NaN
886,F,NaN,NaN,"Sie schreibt gerne Briefe, obwohl sie hat jetzt einen Computer.",participant_36,3.0,September,3.53125,-0.53125,NaN,NaN,NaN
887,F,NaN,NaN,Da entschieden gegen hat der Politiker sicherlich nicht.,participant_36,1.0,September,3.53125,-2.53125,NaN,NaN,NaN
888,F,NaN,NaN,Das Dach wurde für gereinigt.,participant_36,1.0,September,3.53125,-2.53125,NaN,NaN,NaN
889,F,NaN,NaN,Die Autorin hat dem frechen und nervigen Journalisten kurzfristig abgesagt.,participant_36,7.0,September,3.53125,3.46875,NaN,NaN,NaN
890,F,NaN,NaN,"Sie denkt, der Koch hat die Suppe versalzen.",participant_36,7.0,September,3.53125,3.46875,NaN,NaN,NaN
